678747
841143
SYN0010352
SYN0010485
SYN0009006
952133
SYN0009048
SYN0010273
SYN0009128
2297562
2295501
847993
SYN0010561
848021
1209492
SYN0010329
SYN0009264
SYN0009558
847951
SYN0010149
SYN0008995
SYN0008971
1005610
SYN0009799
SYN0009702
SYN0008777
675352
2295533
1209464
SYN0010490
SYN0009063
SYN0009930
SYN0009140
SYN0010506
SYN0010145
852242
SYN0009995
SYN0009110
SYN0010323
SYN0010317
852254
SYN0010249
SYN0010176
SYN0009953
SYN0009997
SYN0009077
678783
SYN0008433
1382002
SYN0007662
SYN0009479
2297567
1322579
SYN0010441
SYN0009093
847987
2295523
SYN0010287
524377
SYN0010156
545678
SYN0010004
1392989
1836825
1382041
SYN0009147
SYN0008301
SYN0010512
SYN0010319
SYN0010000
2009800
SYN0009754
SYN0007660
SYN0008983
SYN0010379
SYN0009020
SYN0010419
SYN0009389
SYN0010276
SYN0010463
SYN0010007
SYN0009021
SYN0009175
SYN0009154
SYN0009078
SYN0010125
SYN0010135
SYN0010229
SYN0010556
SYN0009028
2295505
SYN0010396
1382072
SYN0010393
SYN0008345
SYN0009076
2223376
SYN0010377
SYN0009602
SYN0010533
SYN0010192
576498
2009802
SYN0008996
SYN0009037
577172
678785
SYN0009480
847859
847765
SYN0009383
SYN0008318
SYN0010121
SYN0010431
847871
535559
SYN0010214
657312
2009707
SYN0010221
SYN0008407
SYN0009851
1322582
SYN0009947
SYN0008699
SYN0010251
952092
1382025
SYN0009187
798466
SYN0010193
SYN0009879
1475184
SYN0009745
SYN0009485
577136
SYN0007661
SYN0008214
SYN0004117
SYN0010569
SYN0010171
847904
SYN0010503
SYN0010011
847756
SYN0008297
SYN0009089
SYN0008432
SYN0009845
SYN0009120
SYN0008296
952357
SYN0009092
2223375
1983221
SYN0010197
SYN0010524
SYN0010172
SYN0009056
1983238
SYN0010436
SYN0010429
SYN0010304
SYN0009860
SYN0009124
2295494
SYN0009896
SYN0009379
SYN0008589
SYN0009177
SYN0009208
SYN0010252
SYN0009732
SYN0010519
SYN0009040
SYN0009032
SYN0009875
852247
847992
SYN0009190
1382003
SYN0009700
SYN0009988
577149
SYN0008153
2223326
524364
952368
2295481
SYN0009141
SYN0009189
2295527
HFN0012393
SYN0009763
1209483
2295524
1209528
SYN0009932
SYN0008294
SYN0009543
SYN0009811
SYN0009047
SYN0010031
SYN0010544
678742
2295490
2295537
SYN0009985
SYN0009858
1209512
SYN0009853
SYN0009058
2297535
SYN0008235
SYN0010480
SYN0008063
SYN0009178
SYN0009314
SYN0010341
SYN0009802
SYN0010349
657311
SYN0009808
SYN0009081
SYN0009034
SYN0010400
SYN0010410
SYN0008200
1322470
SYN0008534
SYN0010057
SYN0009052
SYN0010345
SYN0010314
SYN0010185
SYN0009477
848005
SYN0008219
SYN0007696
SYN0010289
SYN0010154
SYN0009766
HFN0012437
SYN0009216
SYN0010186
SYN0009003
SYN0009738
SYN0008410
SYN0003819
2009860
SYN0009394
2295515
SYN0008303
SYN0008964
SYN0010324
577133
SYN0009051
SYN0009735
2223359
675336
SYN0010036
SYN0010430
2223333
SYN0008316
2295471
SYN0006211
SYN0010071
SYN0009109
852245
1209490
SYN0009935
847883
2009806
SYN0009902
SYN0010226
SYN0008918
SYN0009978
SYN0009030
SYN0010413
SYN0009500
SYN0009780
SYN0009172
SYN0010259
SYN0008606
SYN0010285
SYN0010246
SYN0008411
SYN0009106
SYN0010310
SYN0010560
SYN0010014
SYN0010390
SYN0003770
2060345
SYN0009946
847773
SYN0009166
SYN0008651
SYN0009954
SYN0009497
952392
SYN0009834
1209450
SYN0009535
SYN0009863
SYN0009152
SYN0008252
SYN0008180
852244
SYN0009980
SYN0010063
SYN0009129
2009872
SYN0009544
SYN0010530
SYN0009769
SYN0009041
2269209
SYN0009825
SYN0009491
SYN0009936
SYN0010068
SYN0010538
657319
SYN0008817
SYN0009726
SYN0010003
2295510
SYN0010301
577163
SYN0008375
SYN0010228
HFN0012389
SYN0008192
SYN0010277
848025
847875
2160879
SYN0010199
1209508
SYN0010394
2295531
SYN0009697
SYN0010194
SYN0009191
SYN0009770
847956
SYN0009176
SYN0010238
SYN0010010
2297545
SYN0010002
SYN0009762
SYN0009795
SYN0010364
SYN0010575
1475208
SYN0008152
SYN0009061
SYN0010312
SYN0010013
SYN0009454
SYN0010209
SYN0009206
SYN0008980
SYN0009781
SYN0009287
SYN0009841
HFN0012423
SYN0008147
SYN0010558
SYN0010389
1509868
SYN0009151
HFN0012422
1209447
SYN0010553
SYN0009542
SYN0009481
2223329
2297534
1475315
SYN0009764
SYN0009982
SYN0010365
847972
SYN0004159
SYN0009062
1509863
SYN0010476
SYN0008681
SYN0009038
2297536
SYN0009095
SYN0009183
SYN0009832
SYN0008226
SYN0009777
577138
SYN0009079
SYN0009929
SYN0010488
SYN0009231
SYN0010335
647890
SYN0009998
SYN0010237
SYN0009225
847896
SYN0008233
SYN0009320
SYN0009117
577165
SYN0010239
535402
SYN0009148
SYN0008979
SYN0009228
SYN0008621
1209432
SYN0007656
SYN0009991
SYN0010385
SYN0008413
SYN0009004
SYN0010219
SYN0009001
SYN0009446
HFN0012457
SYN0008194
2295534
SYN0008522
SYN0010043
SYN0010261
SYN0008380
SYN0009864
SYN0009904
2295486
SYN0008236
SYN0009758
SYN0010373
SYN0009090
SYN0010225
SYN0009185
2295522
SYN0009029
SYN0010481
SYN0010017
SYN0008210
SYN0009403
SYN0009122
SYN0009373
535395
847968
SYN0009193
SYN0010233
SYN0010497
SYN0009161
847906
1395877
688111
SYN0010245
1209514
SYN0010416
SYN0010425
SYN0009150
SYN0008055
HFN0012447
SYN0009017
SYN0010182
SYN0010052
SYN0009855
HFN0012438
SYN0009691
SYN0008231
1209515
SYN0008209
SYN0010475
SYN0009709
SYN0010038
SYN0009970
SYN0008408
SYN0009347
SYN0008730
SYN0008159
SYN0009210
SYN0009242
SYN0008660
SYN0010001
847767
SYN0009157
SYN0009731
SYN0010452
2207748
SYN0010207
SYN0010081
SYN0009010
160833
SYN0009139
SYN0009787
535156
SYN0009728
SYN0009112
SYN0010522
SYN0008624
524324
SYN0004166
SYN0008478
2223346
SYN0009173
SYN0010281
1209471
SYN0010417
SYN0009068
2295513
SYN0009219
SYN0009039
SYN0010175
SYN0009940
SYN0009837
1979954
SYN0010521
SYN0010147
SYN0010511
SYN0009690
SYN0008966
847975
SYN0009043
SYN0008409
SYN0009753
SYN0010235
SYN0010372
SYN0008185
SYN0010243
SYN0008229
SYN0010407
SYN0010358
SYN0010309
SYN0008150
SYN0008165
SYN0010478
SYN0009772
SYN0009813
SYN0010453
SYN0010489
SYN0008144
SYN0009279
SYN0008230
SYN0008987
535554
1475235
847995
SYN0010339
SYN0010548
1139274
SYN0009469
SYN0009002
SYN0009818
SYN0010205
SYN0008994
2295466
SYN0009455
577150
SYN0009353
2269444
SYN0010444
576495
848004
SYN0008631
SYN0009045
577164
2295468
SYN0009223
2297542
SYN0009798
SYN0010119
SYN0009065
2009912
SYN0009779
SYN0010268
2297541
SYN0008323
SYN0009984
SYN0010027
SYN0009125
1475238
SYN0009071
HFN0012477
952138
2009863
2297548
SYN0010140
SYN0010313
SYN0010308
SYN0010184
847807
SYN0009053
SYN0010579
SYN0010255
160819
SYN0009974
SYN0010403
SYN0009701
SYN0010542
952370
SYN0009778
SYN0009767
HFN0012440
SYN0008143
SYN0009989
SYN0008636
2297577
SYN0009983
SYN0007682
SYN0004126
SYN0010123
678787
SYN0009488
SYN0009131
SYN0010529
847991
SYN0008723
SYN0010167
SYN0009042
SYN0004012
847764
SYN0008178
2295485
SYN0009227
SYN0009958
847754
SYN0008959
2295483
2270089
SYN0009016
SYN0008973
SYN0008312
1382062
1381961
688112
SYN0010386
HFN0012473
SYN0008999
SYN0010507
2009815
SYN0009009
SYN0010220
SYN0003950
SYN0010244
SYN0010305
SYN0010437
1382043
SYN0008993
HFN0012439
SYN0009791
SYN0009968
SYN0009133
SYN0010328
SYN0009075
SYN0010009
SYN0010127
847838
SYN0010465
847857
SYN0010012
SYN0010551
SYN0010332
SYN0008250
1509875
SYN0010505
SYN0010230
SYN0009013
SYN0009467
SYN0009073
SYN0010442
1475317
SYN0008331
SYN0009759
535555
SYN0003844
1209460
SYN0008738
848018
SYN0010455
2295499
1322471
2009859
SYN0009218
SYN0010514
SYN0010384
SYN0009008
SYN0010470
SYN0010151
SYN0010141
SYN0009960
SYN0008149
SYN0009171
SYN0009915
SYN0010484
SYN0008238
847889
1898103
SYN0009498
SYN0009883
SYN0009307
SYN0009119
2295504
SYN0010526
SYN0010381
SYN0009868
SYN0009514
SYN0010374
577145
SYN0010523
SYN0009725
577159
SYN0010124
848011
SYN0010132
SYN0009149
SYN0010262
SYN0008353
SYN0010035
SYN0009774
2295528
SYN0010395
675342
2009645
SYN0009959
577162
847955
1382056
SYN0010258
SYN0004151
SYN0009717
1209498
SYN0009031
SYN0010477
847780
SYN0007644
SYN0009482
2297573
SYN0007706
SYN0009059
SYN0010387
SYN0008984
SYN0010334
SYN0007599
SYN0009925
577132
SYN0009130
1973280
SYN0008976
2295469
841140
SYN0010515
SYN0009948
SYN0009126
2295496
SYN0009108
SYN0010499
SYN0009740
SYN0003797
688114
HFN0012444
SYN0010460
SYN0010227
SYN0009757
SYN0009957
SYN0010142
SYN0010378
847804
SYN0010206
SYN0008991
SYN0009135
SYN0010427
SYN0008475
SYN0010487
577139
SYN0008729
SYN0010376
SYN0009145
SYN0009776
SYN0010215
1139266
SYN0009080
SYN0009739
SYN0009698
SYN0009547
SYN0009785
SYN0009070
1209437
SYN0010366
847915
2295477
SYN0008981
577146
SYN0009537
SYN0009833
847873
2009795
SYN0010030
678749
SYN0007727
SYN0008663
SYN0010217
SYN0009096
2297563
SYN0009233
SYN0009782
SYN0010153
847791
SYN0008336
SYN0008997
535558
SYN0009113
SYN0009000
SYN0009094
SYN0009107
SYN0010143
2295497
SYN0009134
847913
SYN0003855
SYN0010368
SYN0009737
SYN0009144
SYN0009708
SYN0009072
SYN0009439
SYN0009007
SYN0010006
847971
SYN0008529
SYN0009424
2229696
847803
SYN0009836
SYN0009055
SYN0004102
SYN0003927
1975742
SYN0010116
HFN0012458
SYN0009101
SYN0010327
HFN0012426
1209496
SYN0009939
SYN0010443
SYN0009924
SYN0009105
847858
SYN0003775
SYN0009142
SYN0010188
SYN0008260
SYN0004067
SYN0009025
SYN0010094
SYN0009819
SYN0008215
848003
688113
2295519
847868
SYN0008412
SYN0009977
SYN0009996
SYN0010223
2223348
SYN0009143
SYN0009067
SYN0010231
SYN0004019
SYN0009234
SYN0009099
SYN0009033
1209494
SYN0009768
678779
SYN0010005
SYN0008179
